Configuration,AFREQ,EXEC,FREQ,INST,INSTnom,IPC,L2HIT,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,READ,WRITE,SLOWDOWN
layer-3-particle-2700,1.01,1.2,0.982,262000,2.41,1.23,0.654,138,0.000526,0.738,33.1,0.000126,2.45,25.9,48,0.6569419723
layer-3-particle-2700,0.997,1.26,0.996,250000,2.52,1.27,0.723,92.8,0.000371,0.719,25,0.0000998,2.53,18.8,34.4,0.5949074697
layer-3-particle-2700,1.02,1.33,1.02,300000,2.66,1.31,0.657,118,0.000392,0.772,26.3,0.0000875,2.62,17.6,26.4,0.6719751639
layer-3-particle-2700,0.997,1.15,0.992,232000,2.3,1.16,0.665,149,0.000642,0.73,39.3,0.000169,2.32,25.9,47,0.6066394282
layer-3-particle-2700,1.02,0.947,0.964,390000,1.89,0.983,0.712,296,0.000759,0.552,114,0.000292,1.97,83.1,140,1.228813911
layer-3-particle-2700,0.992,0.757,0.682,114000,1.51,1.11,0.727,134,0.00118,0.652,41.9,0.000369,2.22,29.5,44.1,0.4539875881
layer-3-particle-2700,1.01,1.06,0.999,260000,2.12,1.06,0.723,217,0.000836,0.65,63.7,0.000245,2.12,50,64.5,0.7328609129
layer-3-particle-2700,1.02,1.29,1.02,246000,2.58,1.26,0.67,104,0.000423,0.762,23.6,0.0000957,2.52,18.7,37.7,0.5783593605
layer-3-particle-2700,1.02,0.843,0.763,131000,1.69,1.1,0.681,112,0.000852,0.712,29.8,0.000228,2.21,21.3,51.3,0.4732426512
layer-3-particle-2700,1,0.905,0.988,193000,1.81,0.916,0.742,241,0.00125,0.636,68,0.000353,1.83,62,65.2,0.6588856047
layer-3-particle-2700,1.01,0.883,0.671,144000,1.77,1.32,0.671,111,0.000769,0.655,36.3,0.000253,2.63,21.8,42.5,0.497509765
layer-3-particle-2700,1.02,1.2,1.02,262000,2.41,1.18,0.708,137,0.000524,0.633,47.1,0.00018,2.37,28.3,48.8,0.6526852303
layer-3-particle-2700,0.99,1.06,0.783,185000,2.12,1.35,0.667,134,0.000727,0.702,39.4,0.000213,2.71,20.7,37.8,0.5433509025
layer-3-particle-2700,1,1.28,0.993,252000,2.55,1.29,0.619,166,0.000659,0.839,26.5,0.000105,2.57,18.9,29.2,0.5967867421
layer-3-particle-2700,1.02,1.12,0.647,225000,2.24,1.73,0.673,108,0.000479,0.718,29.9,0.000132,3.46,16.8,28.8,0.60174167
layer-3-particle-2700,1.01,0.914,0.897,225000,1.83,1.02,0.658,259,0.00115,0.674,70.7,0.000315,2.04,55.8,75,0.7338294159
layer-3-particle-2700,1.03,0.717,0.518,103000,1.43,1.39,0.698,91,0.000882,0.695,25.9,0.000251,2.77,17.2,38.2,0.4394250076
layer-3-particle-2700,0.998,1.16,0.997,239000,2.32,1.16,0.726,119,0.0005,0.616,43.5,0.000182,2.33,27.4,51.7,0.6141039767
layer-3-particle-2700,1.01,1.23,1.01,368000,2.47,1.22,0.723,192,0.000521,0.718,48.6,0.000132,2.44,36.7,51.1,0.8922854129
layer-4-particle-1399,1.01,1.2,0.832,169000,2.39,1.44,0.71,68.4,0.000405,0.711,19.2,0.000114,2.88,13.9,23.1,1.3812006417
layer-4-particle-1399,1,1.18,0.931,171000,2.36,1.27,0.617,124,0.000723,0.813,20.5,0.00012,2.54,18.9,28.2,1.4353448509
layer-4-particle-1399,0.991,1.19,0.99,214000,2.39,1.21,0.704,80.4,0.000376,0.68,24.4,0.000114,2.41,18.2,40.1,1.7309303117
layer-4-particle-1399,1.01,0.967,0.948,146000,1.93,1.02,0.65,137,0.00094,0.615,50.6,0.000347,2.04,26.4,48,1.4625305938
layer-4-particle-1399,0.996,1.04,0.851,170000,2.08,1.22,0.678,91.7,0.000541,0.655,28.9,0.00017,2.44,20.7,50.9,1.5823894001
layer-4-particle-1399,1.01,0.963,0.897,121000,1.93,1.07,0.723,84.7,0.000697,0.642,28.1,0.000231,2.15,17.9,39,1.2149834241
layer-4-particle-1399,1.02,1.06,0.638,120000,2.12,1.66,0.71,56.5,0.00047,0.795,11.2,0.0000936,3.32,9.1,15.8,1.1146829357
layer-4-particle-1399,1.01,1.14,0.666,155000,2.28,1.71,0.747,69.9,0.000451,0.723,19.2,0.000124,3.43,11.6,19.1,1.3010957162
layer-4-particle-1399,1.03,1.12,0.633,132000,2.25,1.78,0.742,46.7,0.000354,0.816,8.3,0.000063,3.55,8.72,17.5,1.1435734028
layer-4-particle-1399,1.03,0.96,0.486,123000,1.92,1.98,0.75,45.9,0.000372,0.796,9.19,0.0000745,3.95,9.16,18.2,1.2273468781
layer-4-particle-1399,1.05,1.08,0.646,122000,2.16,1.67,0.724,52.3,0.000429,0.808,9.69,0.0000795,3.34,8.94,16.2,1.121189515
layer-4-particle-1399,0.989,1.3,0.967,202000,2.61,1.35,0.709,61.8,0.000306,0.794,12.2,0.0000603,2.69,11.8,18.2,1.482676393
layer-4-particle-1399,1.05,1.11,0.629,120000,2.22,1.77,0.681,57.7,0.000479,0.808,11,0.0000915,3.53,7.8,15.1,1.0989429839
layer-4-particle-1399,1.02,1.24,1.02,185000,2.47,1.21,0.699,72.6,0.000392,0.674,22.2,0.00012,2.42,16.3,35.7,1.441764963
layer-4-particle-1399,1.02,1.21,0.977,226000,2.42,1.24,0.667,99.6,0.000441,0.571,40.2,0.000178,2.48,26.8,47.4,1.8303039801
layer-4-particle-1399,0.992,1.19,0.991,217000,2.38,1.2,0.726,95.1,0.000439,0.67,29.5,0.000136,2.4,22.1,39.4,1.7379983271
layer-4-particle-1399,1,1.22,0.98,269000,2.43,1.24,0.672,154,0.000572,0.789,27.1,0.000101,2.48,26.3,41.9,2.1155939934
layer-4-particle-1399,1.01,1.04,0.759,135000,2.07,1.37,0.691,70.1,0.00052,0.719,18,0.000134,2.73,14.7,30.9,1.2853006716
layer-4-particle-1399,1.04,1.04,0.841,129000,2.09,1.24,0.694,86.3,0.000669,0.689,26,0.000201,2.48,16.1,32,1.2504671629
layer-4-particle-1399,0.986,1.18,0.733,154000,2.36,1.61,0.718,56,0.000364,0.824,9.3,0.0000604,3.22,10.1,15.6,1.2568131925
layer-1-particle-533,1.05,0.647,0.483,41400,1.29,1.34,0.601,22.1,0.000535,0.457,10.1,0.000244,2.68,7.7,17.6,1.3074593534
layer-1-particle-533,0.988,0.68,0.676,60800,1.36,1.01,0.695,55.7,0.000917,0.406,27.6,0.000454,2.01,18.6,28.1,1.7722104817
layer-1-particle-533,1.05,1.2,1.03,83700,2.39,1.17,0.728,45.6,0.000544,0.571,14.7,0.000175,2.33,14.4,15.7,1.3291897411
layer-1-particle-533,1,0.959,1,87700,1.92,0.956,0.712,76.5,0.000873,0.547,25.6,0.000292,1.91,24.6,28.9,1.7296927198
layer-1-particle-533,1.04,1.32,0.952,352000,2.64,1.39,0.668,34,0.0000964,0.461,17,0.0000484,2.77,18.9,34.8,4.8539279257
layer-1-particle-533,0.974,0.679,0.974,50800,1.36,0.698,0.73,78.3,0.00154,0.524,26.8,0.000527,1.4,24.3,26.2,1.4165661253
layer-1-particle-533,1,0.874,0.821,152000,1.75,1.06,0.637,76.5,0.000502,0.338,45.9,0.000301,2.13,24,56.2,3.1955940986
layer-1-particle-533,0.976,1.09,0.975,126000,2.17,1.11,0.704,75.5,0.000599,0.541,25.1,0.000199,2.23,23.8,27.5,2.1496427597
layer-1-particle-533,1.04,1.06,0.999,159000,2.12,1.06,0.722,125,0.000788,0.533,38.6,0.000244,2.12,39.1,39.7,2.7889391333
layer-1-particle-533,1.05,1.21,1.04,95700,2.41,1.15,0.558,34.4,0.000359,0.405,18.6,0.000194,2.31,10.4,23.2,1.4705882521
layer-1-particle-533,1,1.1,0.558,195000,2.2,1.97,0.625,30.2,0.000155,0.426,16,0.0000822,3.94,13,24.4,3.2685167136
layer-1-particle-533,1.03,0.98,0.75,60100,1.96,1.31,0.763,19.5,0.000324,0.595,6.84,0.000114,2.61,7.15,13.9,1.1630868217
layer-1-particle-533,1,0.783,0.675,244000,1.57,1.16,0.565,117,0.000477,0.321,65.3,0.000267,2.32,41.5,107,5.6454406317
layer-1-particle-533,1.02,1.34,1.02,144000,2.69,1.32,0.635,23.4,0.000162,0.55,9.46,0.0000655,2.63,8.39,12.7,2.010715491
layer-1-particle-533,1.02,1.18,1.02,90200,2.35,1.15,0.678,38.1,0.000423,0.464,16.9,0.000187,2.3,12.5,19.2,1.4623547374
layer-1-particle-533,0.998,0.83,0.724,60600,1.66,1.15,0.611,31.4,0.000518,0.374,16.4,0.000271,2.29,10.9,25.1,1.4681331823
layer-1-particle-533,1,1.08,1,162000,2.16,1.08,0.718,81.8,0.000505,0.464,33.1,0.000204,2.16,27.1,40.2,2.8026035991
layer-1-particle-533,1.03,1.16,0.71,116000,2.31,1.63,0.668,15.5,0.000133,0.519,7.04,0.0000606,3.26,7.43,14.7,1.9073614025
layer-1-particle-533,1,1.2,1,161000,2.39,1.19,0.684,72.3,0.00045,0.532,23.4,0.000146,2.38,20.1,27,2.5022690146
layer-1-particle-533,0.983,0.858,0.951,114000,1.72,0.903,0.701,130,0.00115,0.533,42.1,0.00037,1.81,38.7,41.6,2.4430981682
layer-2-particle-1833,1.01,1.33,0.939,402000,2.67,1.42,0.669,56.4,0.00014,0.665,18.5,0.000046,2.84,19.7,35.4,3.3408544299
layer-2-particle-1833,1.02,1.28,0.81,457000,2.56,1.58,0.658,61.4,0.000134,0.619,22.9,0.0000501,3.16,21.4,41.6,3.8838017508
layer-2-particle-1833,1.02,0.612,0.565,236000,1.22,1.08,0.578,170,0.000719,0.451,79.5,0.000337,2.17,52.4,141,4.2059070473
layer-2-particle-1833,1.04,1.13,0.793,114000,2.27,1.43,0.648,56.9,0.000498,0.618,20.5,0.000179,2.86,11.5,23.7,1.1959738818
layer-2-particle-1833,0.974,0.692,0.701,77100,1.38,0.987,0.67,94.8,0.00123,0.605,30.3,0.000393,1.97,24.7,34.9,1.2839684952
layer-2-particle-1833,1.04,1.05,0.97,125000,2.1,1.08,0.688,108,0.000865,0.634,34.9,0.00028,2.17,25,33.6,1.3451523559
layer-2-particle-1833,1.05,0.701,0.506,62200,1.4,1.38,0.666,50.9,0.000819,0.634,17.3,0.000278,2.77,10.6,23.9,1.0698692999
layer-2-particle-1833,1.04,1.13,0.862,175000,2.26,1.31,0.702,62.5,0.000357,0.615,22.7,0.00013,2.62,16.1,36.1,1.7480228103
layer-2-particle-1833,0.98,1.01,0.843,102000,2.03,1.2,0.621,65,0.000638,0.592,24.8,0.000243,2.41,13.5,30.2,1.2045428145
layer-2-particle-1833,0.974,0.877,0.601,102000,1.75,1.46,0.637,61.9,0.00061,0.708,16.3,0.000161,2.92,13.1,28,1.3268077923
layer-2-particle-1833,0.979,1.12,0.719,117000,2.25,1.56,0.685,40.7,0.000347,0.813,7.41,0.0000632,3.13,7.43,11.9,1.1808547103
layer-2-particle-1833,0.989,1.1,0.88,121000,2.19,1.25,0.697,82.8,0.000685,0.688,21.1,0.000175,2.49,20.4,25.2,1.2873040749
layer-2-particle-1833,0.975,1.28,0.974,158000,2.55,1.31,0.718,47.5,0.0003,0.748,11.8,0.0000746,2.62,9.93,16.9,1.3867547464
layer-2-particle-1833,1.03,1.12,1.03,206000,2.24,1.09,0.706,124,0.000603,0.543,49.1,0.000238,2.18,35.3,51,2.0264341409
layer-2-particle-1833,0.975,1.08,0.956,141000,2.16,1.13,0.624,91.9,0.00065,0.548,39.5,0.00028,2.26,20.3,37.6,1.4629960632
layer-2-particle-1833,1.01,1.22,0.924,653000,2.45,1.32,0.603,134,0.000206,0.449,65.2,0.0000999,2.65,47.7,114,5.8429793299
layer-2-particle-1833,0.995,1.12,0.957,182000,2.24,1.17,0.728,87.7,0.000482,0.537,34.7,0.00019,2.35,24.8,41.2,1.9222280004
layer-2-particle-1833,1.05,1.1,1.03,134000,2.2,1.06,0.656,132,0.000982,0.701,32.8,0.000244,2.13,26.7,33.3,1.3831652935
layer-2-particle-1833,1.03,1.03,0.601,108000,2.07,1.72,0.726,59.9,0.000554,0.686,18.6,0.000172,3.44,12,19.4,1.175297892
layer-2-particle-1833,1.05,1.3,1.02,156000,2.59,1.27,0.682,54.8,0.000352,0.673,16,0.000103,2.53,12.8,26.8,1.346441803
layer-5-particle-2700,1,0.728,0.676,167000,1.46,1.08,0.691,201,0.0012,0.587,78.9,0.000472,2.15,37.8,75.1,1.2151220055
layer-5-particle-2700,1.02,0.672,0.393,130000,1.34,1.71,0.675,137,0.00106,0.871,17.3,0.000133,3.42,15.4,27.5,1.0183016686
layer-5-particle-2700,1.01,0.887,0.997,258000,1.77,0.89,0.679,450,0.00174,0.772,82,0.000318,1.78,90.2,90.5,1.5217586303
layer-5-particle-2700,1,1.17,1,363000,2.34,1.16,0.706,204,0.000562,0.688,57.2,0.000157,2.33,42.6,75.3,1.6257480903
layer-5-particle-2700,1.02,0.988,0.515,193000,1.98,1.92,0.729,115,0.0006,0.8,22.7,0.000118,3.84,14.9,26.5,1.0419425661
layer-5-particle-2700,1,0.986,0.845,614000,1.97,1.17,0.669,352,0.000573,0.507,159,0.000258,2.33,88.4,194,3.2478049369
layer-5-particle-2700,1.01,1.27,1.01,393000,2.55,1.26,0.628,186,0.000472,0.809,33.8,0.000086,2.52,27.9,59,1.6042773372
layer-5-particle-2700,1,0.947,0.576,209000,1.89,1.64,0.696,151,0.000722,0.766,34.7,0.000166,3.29,22.4,38.4,1.1827546158
layer-5-particle-2700,1.02,1.2,1.02,445000,2.41,1.18,0.653,256,0.000575,0.648,85.8,0.000193,2.37,49.5,83.4,1.9241525111
layer-5-particle-2700,1.01,1.31,0.995,367000,2.63,1.32,0.67,152,0.000415,0.837,24.5,0.0000668,2.64,19.3,32.8,1.4798193261
layer-5-particle-2700,0.996,1.15,0.647,233000,2.3,1.77,0.713,125,0.000538,0.824,21.8,0.0000939,3.55,14.7,25.8,1.0914388101
layer-5-particle-2700,1.05,0.739,0.712,154000,1.48,1.04,0.726,175,0.00114,0.64,58.8,0.000383,2.08,34.8,72.6,1.1096554203
layer-5-particle-2700,1.01,0.91,0.845,320000,1.82,1.08,0.712,329,0.00103,0.649,97.2,0.000304,2.15,77.1,103,1.8484708035
layer-5-particle-2700,1.01,1.25,1.01,518000,2.51,1.24,0.715,170,0.000328,0.696,48.8,0.0000942,2.48,38.7,83.1,2.149238897
layer-5-particle-2700,1.01,1.18,1.01,335000,2.36,1.17,0.717,174,0.000519,0.596,66.3,0.000198,2.34,36.9,73.7,1.4859235847
layer-5-particle-2700,1.01,1.35,1.01,382000,2.7,1.34,0.711,135,0.000355,0.786,28.7,0.0000752,2.68,18.9,28.8,1.4753393519
layer-5-particle-2700,1.01,1.28,1.01,364000,2.57,1.27,0.707,184,0.000507,0.796,33.8,0.000093,2.54,31.1,41.5,1.4960233565
layer-5-particle-2700,1.01,0.911,0.696,284000,1.82,1.31,0.687,213,0.000751,0.633,73.3,0.000258,2.62,45,82.2,1.6716604044
layer-5-particle-2700,1.05,1.03,0.795,234000,2.06,1.29,0.69,159,0.000679,0.738,39.1,0.000167,2.59,26.5,55.4,1.1902358701
layer-5-particle-2700,0.994,0.968,0.505,190000,1.94,1.92,0.733,113,0.000596,0.805,21.5,0.000113,3.84,15.2,26.4,1.0466452611
layer-4-particle-1833,1.02,1.28,0.971,243000,2.57,1.32,0.748,96.9,0.000399,0.663,30.3,0.000125,2.64,21.9,30.4,1.5753786666
layer-4-particle-1833,0.983,0.726,0.616,99500,1.45,1.18,0.684,106,0.00106,0.642,35.9,0.000361,2.36,19.1,43.8,1.1787862439
layer-4-particle-1833,1.02,1.1,0.618,408000,2.19,1.77,0.694,119,0.000292,0.681,34,0.0000833,3.54,31.8,57.8,3.100756593
layer-4-particle-1833,1,1.15,0.999,218000,2.31,1.16,0.62,125,0.000572,0.713,33.2,0.000152,2.31,23.1,53,1.5958978529
layer-4-particle-1833,1.01,1.16,0.613,222000,2.32,1.9,0.677,80.6,0.000364,0.83,13.3,0.0000601,3.79,13.7,24.7,1.6254401985
layer-4-particle-1833,1.05,0.85,1.04,156000,1.7,0.815,0.69,245,0.00157,0.679,62.8,0.000402,1.63,56.9,62.2,1.5638980997
layer-4-particle-1833,0.998,0.633,0.486,229000,1.27,1.3,0.635,171,0.000747,0.469,84.3,0.000368,2.61,45.5,99.7,3.0586643253
layer-4-particle-1833,0.992,1.17,0.969,216000,2.35,1.21,0.6,121,0.000557,0.774,26,0.00012,2.42,18.7,40.3,1.5492659352
layer-4-particle-1833,1.01,1.28,1.01,226000,2.56,1.27,0.723,82.4,0.000364,0.717,22.2,0.000098,2.54,15.7,28.9,1.4898892087
layer-4-particle-1833,1.02,1.06,0.688,691000,2.11,1.53,0.621,215,0.000311,0.537,89.8,0.00013,3.07,63.5,152,5.4014269249
layer-4-particle-1833,1.03,1.08,0.901,170000,2.17,1.2,0.668,108,0.000636,0.676,32.9,0.000193,2.4,21.3,49.6,1.3699521542
layer-4-particle-1833,1,0.917,0.935,208000,1.83,0.981,0.689,255,0.00123,0.668,68.3,0.000329,1.96,60,69.1,1.8851807049
layer-4-particle-1833,1.01,1.23,0.825,448000,2.47,1.49,0.645,104,0.000232,0.772,22.9,0.0000512,2.99,24.1,45.6,3.0295272787
layer-4-particle-1833,1.01,0.821,0.42,495000,1.64,1.96,0.661,121,0.000244,0.618,44.3,0.0000896,3.91,37.7,85.3,4.9586538047
layer-4-particle-1833,1.02,1.28,1.02,263000,2.56,1.25,0.674,114,0.000433,0.683,35.1,0.000133,2.51,21,39,1.7199874041
layer-4-particle-1833,1.01,1.12,1.01,540000,2.23,1.11,0.686,349,0.000647,0.59,112,0.000207,2.22,96.2,115,3.9795215599
layer-4-particle-1833,1.03,1.05,0.659,137000,2.1,1.59,0.748,93.2,0.00068,0.747,20.6,0.000151,3.18,16.1,24.7,1.1266822332
layer-4-particle-1833,1.01,1.14,1.01,217000,2.27,1.12,0.651,140,0.000647,0.697,39.1,0.00018,2.25,28.1,52.7,1.6043352383
layer-4-particle-1833,1.02,0.922,0.772,182000,1.84,1.19,0.657,158,0.000867,0.621,54.1,0.000296,2.39,35.5,55,1.7041039683
layer-4-particle-1833,1.05,1.36,1.04,257000,2.72,1.3,0.687,101,0.000393,0.75,24.5,0.0000956,2.6,16.8,25.4,1.5843688754
layer-1-particle-966,0.998,1.33,0.997,107000,2.66,1.34,0.679,19.5,0.000182,0.641,6.7,0.0000625,2.67,5.71,8.64,1.3842787806
layer-1-particle-966,1.03,0.955,1.03,90800,1.91,0.928,0.673,122,0.00134,0.674,27,0.000298,1.86,31.1,28.5,1.6242759535
layer-1-particle-966,1.05,0.929,0.492,89100,1.86,1.89,0.661,28.5,0.00032,0.542,12.6,0.000141,3.78,7.94,15.1,1.5976185268
layer-1-particle-966,1.03,1.28,0.979,100000,2.55,1.3,0.634,38.3,0.000382,0.664,10.9,0.000109,2.61,9.49,14.1,1.3806621042
layer-1-particle-966,1.01,1.24,1.01,102000,2.48,1.23,0.693,36.3,0.000356,0.538,15.2,0.000149,2.46,10.2,15.4,1.3727811923
layer-1-particle-966,1.01,1.1,0.581,479000,2.2,1.89,0.634,92.6,0.000193,0.463,39.5,0.0000824,3.79,37.2,64.6,7.1163070481
layer-1-particle-966,1.03,1.26,0.733,82400,2.53,1.72,0.638,17.2,0.000208,0.713,4.66,0.0000565,3.45,4.78,8.11,1.1893947304
layer-1-particle-966,1.03,0.735,0.715,47900,1.47,1.03,0.648,39.8,0.000832,0.472,19.2,0.000402,2.05,12.2,23.9,1.1284188521
layer-1-particle-966,0.974,1.05,0.973,86200,2.09,1.08,0.75,55.5,0.000644,0.53,20.7,0.00024,2.15,18.8,22.2,1.3908479666
layer-1-particle-966,1.04,1.2,0.95,95900,2.4,1.26,0.66,48.5,0.000506,0.598,15.4,0.000161,2.53,11.7,16.3,1.3938822258
layer-1-particle-966,1.04,1.19,1.04,145000,2.38,1.15,0.573,51.3,0.000354,0.397,28.2,0.000195,2.3,14.8,35.7,2.0194999015
layer-1-particle-966,1.01,0.557,0.44,85700,1.11,1.27,0.586,52.3,0.00061,0.355,29.2,0.000341,2.53,17.4,39.3,2.6459380333
layer-1-particle-966,0.982,0.663,0.807,92300,1.33,0.822,0.697,111,0.0012,0.423,51.7,0.00056,1.64,34.4,50.8,2.4145446442
layer-1-particle-966,1.01,1.18,0.977,472000,2.36,1.21,0.781,156,0.000331,0.545,61.6,0.00013,2.41,55.5,79.4,6.5086185244
layer-1-particle-966,0.994,1.22,0.994,97100,2.44,1.23,0.733,29.8,0.000307,0.531,13.3,0.000137,2.45,9.42,16.6,1.3383136605
layer-1-particle-966,0.974,1.18,0.973,118000,2.35,1.21,0.614,33.7,0.000286,0.466,16.6,0.000141,2.42,11.3,24,1.6898209222
layer-1-particle-966,1.05,1.13,0.947,93700,2.27,1.2,0.708,63.5,0.000679,0.582,19.4,0.000207,2.39,16,19.7,1.4915675041
layer-1-particle-966,1.01,0.964,0.828,272000,1.93,1.16,0.71,168,0.000618,0.491,64.6,0.000238,2.33,49.1,66.5,4.6627293863
layer-1-particle-966,1.03,1.21,0.871,104000,2.43,1.39,0.687,21.2,0.000204,0.659,6.42,0.0000619,2.79,7.12,10.7,1.423795086
layer-1-particle-966,0.974,0.724,0.611,65100,1.45,1.19,0.63,67.5,0.00104,0.555,22.5,0.000346,2.37,16.8,23.1,1.5804079984
layer-2-particle-100,1.05,1.23,1.04,80700,2.45,1.17,0.721,21.7,0.000269,0.394,12.1,0.000151,2.35,8.66,17,1.3326626514
layer-2-particle-100,1.02,1.1,0.903,71400,2.19,1.21,0.691,23.9,0.000335,0.461,10.3,0.000144,2.43,8.7,16.4,1.3456249106
layer-2-particle-100,1.01,0.972,0.766,95300,1.94,1.27,0.726,65.7,0.00069,0.508,22.1,0.000232,2.54,18.3,23.4,1.9067073821
layer-2-particle-100,0.995,1.2,0.994,150000,2.4,1.2,0.596,36.4,0.000243,0.284,24.2,0.000162,2.41,12.2,26.5,2.4776780778
layer-2-particle-100,0.974,0.847,0.974,86700,1.69,0.869,0.739,86.5,0.000998,0.494,30.6,0.000353,1.74,27.4,32.1,2.0665602396
layer-2-particle-100,0.974,1.08,0.89,76300,2.17,1.22,0.753,23.3,0.000306,0.383,13.3,0.000174,2.43,9.49,17.3,1.5152808264
layer-2-particle-100,1.05,1.19,0.991,77800,2.37,1.2,0.724,15.8,0.000203,0.389,8.92,0.000115,2.39,7.25,15.4,1.3703893468
layer-2-particle-100,1.01,1.25,1.01,99200,2.5,1.23,0.67,24.2,0.000244,0.455,10.5,0.000106,2.47,9.85,15.8,1.6097978571
layer-2-particle-100,1.02,1,0.962,215000,2.01,1.04,0.718,138,0.000642,0.387,64.7,0.000301,2.09,50.9,64.8,4.1547141564
layer-2-particle-100,1.04,1.16,0.861,65200,2.31,1.34,0.539,19,0.000291,0.338,11.5,0.000176,2.68,5.84,12.7,1.1453484862
layer-2-particle-100,0.974,1.03,0.708,58600,2.05,1.45,0.713,16.6,0.000283,0.442,8.11,0.000139,2.9,6.57,12.5,1.2225188837
layer-2-particle-100,1.01,0.63,0.512,182000,1.26,1.23,0.595,109,0.0006,0.316,66.8,0.000366,2.46,43.5,87.4,5.6079115831
layer-2-particle-100,1,1.12,1,75400,2.23,1.12,0.728,33.4,0.000443,0.393,16.6,0.00022,2.23,13,17.8,1.3793361831
layer-2-particle-100,1.05,1.31,1.04,88400,2.62,1.26,0.707,18.3,0.000207,0.389,10.5,0.000119,2.51,6.95,12.8,1.341884452
layer-2-particle-100,0.991,0.943,0.805,51200,1.89,1.17,0.711,32.4,0.000632,0.434,13.6,0.000265,2.34,11.3,16.4,1.2342761966
layer-2-particle-100,1.04,0.88,0.574,72600,1.76,1.53,0.585,30.3,0.000417,0.436,12.5,0.000172,3.07,9.73,15.7,1.7375974409
layer-2-particle-100,1.05,0.833,0.581,43300,1.67,1.43,0.656,28.7,0.000662,0.472,10.4,0.000241,2.87,8.28,13.7,1.1821572142
layer-2-particle-100,1,0.841,0.561,161000,1.68,1.5,0.57,51.2,0.000317,0.313,29.3,0.000182,2.99,21.4,50,3.7557957337
layer-2-particle-100,1.02,1.27,1.01,90500,2.54,1.26,0.683,28,0.00031,0.482,11.5,0.000128,2.51,9.17,12,1.4794232196
layer-2-particle-100,1.05,0.652,0.483,34100,1.3,1.35,0.624,15.5,0.000456,0.422,7.55,0.000222,2.7,6.35,14.5,1.160474417
layer-2-particle-533,0.999,1.04,0.814,153000,2.07,1.27,0.743,64.4,0.000421,0.448,29,0.00019,2.54,22.6,37.6,2.4768199265
layer-2-particle-533,1.03,1.14,1.03,95100,2.28,1.11,0.712,48.4,0.000509,0.483,21,0.000221,2.22,15.9,23.8,1.4029866331
layer-2-particle-533,0.984,0.979,0.777,134000,1.96,1.26,0.594,63,0.000468,0.394,35.5,0.000264,2.52,19.7,35,2.3268378272
layer-2-particle-533,1.03,0.654,0.607,54500,1.31,1.08,0.587,40.7,0.000747,0.473,18.4,0.000337,2.15,12.3,30.6,1.4963490105
layer-2-particle-533,1.05,1.12,1.03,88400,2.23,1.08,0.642,71.5,0.000809,0.627,20.1,0.000227,2.16,17.2,21.3,1.3399711532
layer-2-particle-533,0.974,1.14,0.973,92900,2.28,1.17,0.674,32.2,0.000347,0.476,14.7,0.000159,2.34,10.5,22.1,1.4557049878
layer-2-particle-533,0.98,1.13,0.979,93700,2.26,1.15,0.703,30.5,0.000325,0.5,13.8,0.000147,2.3,10.3,21.9,1.3883975923
layer-2-particle-533,1,0.57,0.328,34700,1.14,1.74,0.612,20.3,0.000585,0.585,8.26,0.000238,3.48,4.45,7.93,1.045182844
layer-2-particle-533,1.05,1.04,1.04,84500,2.08,0.997,0.724,56.5,0.000669,0.445,24.9,0.000295,1.99,18.9,28,1.4010728567
layer-2-particle-533,1.02,1.16,0.91,135000,2.32,1.27,0.612,69.1,0.000512,0.563,23.2,0.000172,2.55,18.5,23.7,1.9882578333
layer-2-particle-533,1.05,1.1,1.04,86600,2.2,1.06,0.703,58.3,0.000673,0.561,20.3,0.000234,2.11,16.2,21.5,1.3212704893
layer-2-particle-533,1.05,0.735,0.649,50400,1.47,1.13,0.696,35.4,0.000703,0.458,17.2,0.000342,2.27,11,24.7,1.1910353168
layer-2-particle-533,1.05,0.949,0.879,61700,1.9,1.08,0.665,31.6,0.000512,0.533,13.3,0.000215,2.16,9.27,21.9,1.1710423845
layer-2-particle-533,0.997,0.996,0.948,129000,1.99,1.05,0.689,95.7,0.000741,0.482,36.7,0.000284,2.1,30.3,38.6,2.1600710265
layer-2-particle-533,0.974,1.19,0.973,97700,2.38,1.22,0.761,32.9,0.000337,0.557,12.3,0.000126,2.44,10.6,16.5,1.384619292
layer-2-particle-533,1.05,0.878,0.769,99200,1.76,1.14,0.709,69.5,0.000701,0.464,30.5,0.000308,2.28,19.6,33,1.951947263
layer-2-particle-533,1.03,1.15,1.03,119000,2.3,1.12,0.668,45,0.000379,0.402,25.3,0.000212,2.24,13.6,29.1,1.7336588288
layer-2-particle-533,1.01,1.08,0.834,120000,2.16,1.29,0.613,34.4,0.000286,0.562,13.1,0.000109,2.59,11.4,25.9,1.8708054321
layer-2-particle-533,1.01,1.17,1.01,115000,2.35,1.16,0.681,47.3,0.000412,0.426,24.1,0.00021,2.32,14.4,25.1,1.6471471846
layer-2-particle-533,1.04,0.561,0.348,44100,1.12,1.61,0.654,20.9,0.000474,0.658,6.5,0.000148,3.23,6.31,11.5,1.3938301608
layer-1-particle-1833,0.988,0.629,0.472,50800,1.26,1.33,0.644,37.4,0.000737,0.594,13.5,0.000266,2.66,9.39,20.6,1.1345765308
