Configuration;ACYC;AFREQ;C0res%;C10res%;C1res%;C2res%;C3res%;C3res%;C6res%;C6res%;C7res%;C7res%;C8res%;C9res%;EXEC;FREQ;INST;INSTnom;INSTnom%;IPC;L2HIT;L2MISS;L2MPI;L3HIT;L3MISS;L3MPI;PhysIPC;PhysIPC%;Proc Energy (Joules);READ;TIME(ticks);WRITE;SLOWDOWN
layer-2-particle-2266;2.46e+05;1.02;71.2;0;27.9;0;0;0;0;0;0;0;0;0;0.848;0.723;2.89e+05;1.7;42.4;1.17;0.629;181;0.000629;0.523;77.1;0.000267;2.35;58.6;585;42.8;4.26e+04;115;2.6653593008
layer-2-particle-2266;4.71e+05;1.01;100;0;0.0222;0;0;0;0;0;0;0;0;0;1.19;1.01;5.54e+05;2.37;59.3;1.18;0.641;173;0.000312;0.593;63.1;0.000114;2.35;58.8;873;40.6;5.84e+04;123;3.6518537504
layer-2-particle-2266;2.26e+05;1.02;99.9;0;0.0982;0;0;0;0;0;0;0;0;0;1.16;1.02;2.57e+05;2.31;57.8;1.14;0.733;173;0.000675;0.659;50.2;0.000196;2.28;56.9;424;37.9;2.78e+04;52.3;1.74465272484
layer-2-particle-2266;2.1e+05;1.01;99.9;0;0.123;0;0;0;0;0;0;0;0;0;1.11;1.01;2.31e+05;2.22;55.4;1.1;0.703;139;0.000603;0.502;64.4;0.000279;2.19;54.8;392;34.3;2.61e+04;62.6;1.62806200495
layer-2-particle-2266;2e+05;0.997;99.8;0;0.158;0;0;0;0;0;0;0;0;0;1.25;0.996;2.51e+05;2.51;62.7;1.26;0.656;98.5;0.000392;0.611;36.8;0.000147;2.52;63;356;16.5;2.51e+04;38.8;1.58144147143
layer-2-particle-2266;1.89e+05;0.998;99.9;0;0.102;0;0;0;0;0;0;0;0;0;1.16;0.997;2.2e+05;2.33;58.2;1.17;0.651;106;0.000479;0.717;27.9;0.000127;2.34;58.4;339;18.4;2.36e+04;50.2;1.48378872741
layer-2-particle-2266;2.3e+05;1.01;99.9;0;0.0913;0;0;0;0;0;0;0;0;0;1.26;1.01;2.86e+05;2.52;62.9;1.24;0.671;162;0.000565;0.811;26;9.08e-05;2.49;62.2;436;23.8;2.84e+04;37.8;1.78113430335
layer-2-particle-2266;2.15e+05;1.02;99.9;0;0.113;0;0;0;0;0;0;0;0;0;1.09;1.02;2.31e+05;2.19;54.7;1.08;0.662;154;0.000666;0.675;44.8;0.000194;2.15;53.8;416;31.1;2.64e+04;67.2;1.67777060683
layer-2-particle-2266;9.59e+04;1;47.7;0;42.3;0;0;0;0;0;0;0;0;0;0.645;0.479;1.29e+05;1.29;32.3;1.35;0.676;99.9;0.000773;0.632;33.4;0.000258;2.69;67.4;288;19.6;2.5e+04;52;1.61200489368
layer-2-particle-2266;1.07e+05;1.01;61.6;0;37.7;0;0;0;0;0;0;0;0;0;1.19;0.625;2.03e+05;2.37;59.3;1.9;0.656;81.2;0.0004;0.823;13.6;6.71e-05;3.79;94.8;306;10.4;2.14e+04;22.8;1.35671900993
layer-2-particle-2266;1.9e+05;1.02;92.2;0;7.67;0;0;0;0;0;0;0;0;0;0.991;0.938;2.01e+05;1.98;49.6;1.06;0.655;166;0.000826;0.562;67.1;0.000334;2.11;52.8;377;32.6;2.53e+04;64.3;1.61551792216
layer-2-particle-2266;1.99e+05;1.02;98.7;0;1.3;0;0;0;0;0;0;0;0;0;1.16;1.01;2.29e+05;2.32;58.1;1.15;0.714;108;0.000471;0.576;41.4;0.000181;2.3;57.6;386;26.8;2.46e+04;62;1.54653577117
layer-2-particle-2266;2.06e+05;1.01;99.4;0;0.556;0;0;0;0;0;0;0;0;0;1.3;1;2.68e+05;2.6;65.1;1.3;0.671;109;0.000409;0.746;26;9.74e-05;2.59;64.8;383;17;2.57e+04;30.7;1.63544964424
layer-2-particle-2266;2.27e+05;1.01;79.9;0;20.1;0;0;0;0;0;0;0;0;0;1;0.804;2.82e+05;2;50;1.24;0.652;171;0.000607;0.58;65.6;0.000233;2.49;62.2;499;33.1;3.53e+04;72.1;2.22971217363
layer-2-particle-2266;4.5e+05;1.01;93.2;0;6.48;0;0;0;0;0;0;0;0;0;0.877;0.945;4.18e+05;1.75;43.8;0.928;0.713;453;0.00108;0.538;155;0.000371;1.86;46.4;889;125;5.96e+04;153;3.77074500301
layer-2-particle-2266;7.95e+04;1.01;47.3;0;43.4;0;0;0;0;0;0;0;0;0;0.931;0.476;1.56e+05;1.86;46.5;1.96;0.753;53.6;0.000345;0.803;10.3;6.64e-05;3.91;97.9;253;9.28;2.09e+04;24.8;1.36006127222
layer-2-particle-2266;2.69e+05;1;71.2;0;23.9;0;0;0;0;0;0;0;0;0;0.702;0.715;2.64e+05;1.4;35.1;0.982;0.73;295;0.00112;0.612;90.6;0.000343;1.96;49.1;602;78.8;4.7e+04;118;2.97172693029
layer-2-particle-2266;1.09e+05;1.03;59.3;0;40;0;0;0;0;0;0;0;0;0;0.664;0.61;1.18e+05;1.33;33.2;1.09;0.602;132;0.00112;0.536;57.3;0.000485;2.18;54.4;292;22.9;2.22e+04;61.8;1.44273066486
layer-2-particle-2266;3.21e+05;1;100;0;0.0394;0;0;0;0;0;0;0;0;0;1.15;1;3.66e+05;2.29;57.3;1.14;0.677;257;0.000703;0.663;68.6;0.000187;2.28;57.1;591;56.1;4e+04;73.1;2.51333208399
layer-2-particle-2266;3.3e+05;1.01;99.9;0;0.0566;0;0;0;0;0;0;0;0;0;1.24;1.01;4.07e+05;2.49;62.1;1.23;0.668;211;0.000518;0.758;41.6;0.000102;2.47;61.6;621;39.8;4.09e+04;56.9;2.57302197235
layer-2-particle-2266;1.97e+05;1;85.6;0;14.4;0;0;0;0;0;0;0;0;0;0.912;0.858;2.1e+05;1.82;45.6;1.06;0.685;136;0.000649;0.591;50.9;0.000242;2.13;53.2;392;29.3;2.88e+04;74.3;1.81805965047
layer-2-particle-2266;4.01e+05;1;99.7;0;0.29;0;0;0;0;0;0;0;0;0;0.942;0.999;3.78e+05;1.88;47.1;0.943;0.701;340;0.0009;0.556;123;0.000325;1.89;47.1;729;87.3;5.01e+04;135;3.12820294447
layer-2-particle-2266;1.26e+05;0.999;69;0;30.5;0;0;0;0;0;0;0;0;0;0.918;0.689;1.67e+05;1.84;45.9;1.33;0.651;119;0.000714;0.655;38.9;0.000233;2.66;66.6;304;22.1;2.27e+04;48.9;1.42665567622
layer-2-particle-2266;2.21e+05;1.02;99.9;0;0.111;0;0;0;0;0;0;0;0;0;1.17;1.02;2.56e+05;2.35;58.7;1.15;0.722;108;0.000424;0.619;37.7;0.000147;2.31;57.7;420;23.6;2.72e+04;60.1;1.71685061224
layer-2-particle-2266;1.93e+05;1.02;99.4;0;0.641;0;0;0;0;0;0;0;0;0;1.16;1.01;2.21e+05;2.32;58.1;1.15;0.649;181;0.00082;0.717;41.6;0.000188;2.29;57.4;378;33.9;2.38e+04;42.8;1.51341979486
layer-2-particle-2266;7.04e+04;1.04;52.1;0;40.7;0;0;0;0;0;0;0;0;0;0.723;0.54;9.41e+04;1.45;36.1;1.34;0.659;88.6;0.000941;0.701;25;0.000266;2.68;66.9;217;14.6;1.63e+04;36;1.02346815254
layer-1-particle-533;3.25e+04;1.05;48;0;48.4;0;0;0;0;0;0;0;0;0;0.974;0.501;6.31e+04;1.95;48.7;1.94;0.661;17.2;0.000273;0.567;7.03;0.000111;3.89;97.2;113;4.33;8.09e+03;9.78;1.07625892655
layer-1-particle-533;1.65e+05;1;79.4;0;20.6;0;0;0;0;0;0;0;0;0;0.957;0.797;1.98e+05;1.91;47.8;1.2;0.725;78;0.000394;0.441;34;0.000171;2.4;60;353;25.6;2.59e+04;57.6;3.08917877277
layer-1-particle-533;8.24e+04;0.974;74.3;0;25.2;0;0;0;0;0;0;0;0;0;0.813;0.724;9.25e+04;1.63;40.6;1.12;0.628;50.7;0.000548;0.414;24.3;0.000263;2.25;56.1;171;16.1;1.42e+04;38.9;1.72592043416
layer-1-particle-533;7.2e+05;1.01;100;0;0.0185;0;0;0;0;0;0;0;0;0;1.14;1.01;8.13e+05;2.28;56.9;1.13;0.666;254;0.000312;0.312;144;0.000177;2.26;56.4;1.3e+03;82.2;8.92e+04;189;10.5166088518
layer-1-particle-533;9.1e+04;1.04;99.9;0;0.0763;0;0;0;0;0;0;0;0;0;1.28;1.04;1.12e+05;2.56;64.1;1.23;0.704;50.9;0.000455;0.702;11.3;0.000101;2.46;61.4;186;10.7;1.09e+04;15.5;1.41780347656
layer-1-particle-533;1.36e+05;1.03;96.2;0;3.75;0;0;0;0;0;0;0;0;0;1.08;0.988;1.49e+05;2.15;53.8;1.09;0.675;70.4;0.000474;0.322;43.6;0.000293;2.18;54.5;261;19;1.73e+04;42.1;2.06594200502
layer-1-particle-533;9.16e+04;1.01;99.9;0;0.113;0;0;0;0;0;0;0;0;0;0.928;1;8.46e+04;1.86;46.4;0.924;0.701;79.5;0.00094;0.552;26.2;0.00031;1.85;46.2;167;23.6;1.14e+04;31.4;1.38086153266
layer-1-particle-533;1.04e+05;0.992;99.9;0;0.0584;0;0;0;0;0;0;0;0;0;1.18;0.991;1.24e+05;2.37;59.2;1.19;0.671;34;0.000274;0.53;13.4;0.000109;2.39;59.7;182;10.7;1.31e+04;26.5;1.58542186884
layer-1-particle-533;1.73e+05;1.02;100;0;0.028;0;0;0;0;0;0;0;0;0;1.25;1.02;2.13e+05;2.51;62.7;1.23;0.621;53.1;0.000249;0.405;29.5;0.000139;2.47;61.7;322;14.4;2.12e+04;34.4;2.54585713329
layer-1-particle-533;1.32e+05;1.04;96.2;0;3.64;0;0;0;0;0;0;0;0;0;1.14;1;1.5e+05;2.27;56.8;1.14;0.723;84.9;0.000567;0.531;30.5;0.000204;2.27;56.8;272;26.1;1.65e+04;31.5;1.98162748645
layer-1-particle-533;9.68e+04;1.04;99.9;0;0.0769;0;0;0;0;0;0;0;0;0;1.16;1.04;1.08e+05;2.33;58.2;1.12;0.692;40.8;0.000376;0.469;18.6;0.000172;2.24;56;190;12.2;1.16e+04;27.8;1.41554717221
layer-1-particle-533;4.93e+04;1.02;71.4;0;28.4;0;0;0;0;0;0;0;0;0;0.917;0.727;6.22e+04;1.83;45.8;1.26;0.662;30.2;0.000486;0.498;13.8;0.000222;2.52;63.1;122;9.44;8.48e+03;20.2;1.11563048497
layer-1-particle-533;9.09e+04;1.01;99.9;0;0.0767;0;0;0;0;0;0;0;0;0;1.13;1.01;1.02e+05;2.26;56.5;1.12;0.732;59.9;0.000587;0.561;19.6;0.000192;2.25;56.2;167;16.4;1.13e+04;20.5;1.34279581901
layer-1-particle-533;1.26e+05;1.02;99.9;0;0.0578;0;0;0;0;0;0;0;0;0;1.14;1.02;1.41e+05;2.28;56.9;1.12;0.705;49.2;0.000348;0.41;25.2;0.000178;2.24;55.9;235;15;1.56e+04;36.7;1.86364475133
layer-1-particle-533;1.17e+05;0.996;99.9;0;0.0962;0;0;0;0;0;0;0;0;0;1.12;0.996;1.32e+05;2.24;56.1;1.13;0.78;67.9;0.000515;0.545;25.7;0.000195;2.25;56.3;213;22.6;1.47e+04;28.2;1.80920888175
layer-1-particle-533;6.4e+04;1;57.4;0;42.2;0;0;0;0;0;0;0;0;0;1.15;0.576;1.28e+05;2.29;57.3;1.99;0.631;21.3;0.000167;0.565;8.54;6.69e-05;3.98;99.6;189;6.42;1.39e+04;15.2;1.73305723688
layer-1-particle-533;1.13e+05;0.993;97.3;0;2.66;0;0;0;0;0;0;0;0;0;1.26;0.966;1.48e+05;2.53;63.2;1.31;0.74;26.8;0.000181;0.637;9.24;6.24e-05;2.62;65.4;201;7.65;1.46e+04;15.8;1.75880811222
layer-1-particle-533;1.08e+06;1.01;90.5;0;9.46;0;0;0;0;0;0;0;0;0;1.31;0.914;1.55e+06;2.62;65.6;1.44;0.629;126;8.15e-05;0.438;67.5;4.35e-05;2.87;71.8;2.16e+03;50;1.48e+05;137;17.2934097846
layer-1-particle-533;3.63e+04;1;47.8;0;44.4;0;0;0;0;0;0;0;0;0;0.657;0.481;4.96e+04;1.31;32.9;1.37;0.648;25;0.000505;0.574;8.89;0.000179;2.74;68.4;108;7.6;9.43e+03;20.4;1.2283200729
layer-1-particle-533;3.69e+04;0.997;44.5;0;44.2;0;0;0;0;0;0;0;0;0;0.709;0.444;5.89e+04;1.42;35.5;1.6;0.653;33.6;0.00057;0.524;14.7;0.000249;3.2;79.9;116;8.3;1.04e+04;17.3;1.24726592405
layer-1-particle-533;7.23e+04;1.05;85.3;0;12.6;0;0;0;0;0;0;0;0;0;1.08;0.892;8.74e+04;2.16;53.9;1.21;0.68;33.2;0.00038;0.491;15.2;0.000174;2.42;60.4;163;9.88;1.01e+04;26.1;1.33257040243
layer-1-particle-533;1.1e+05;1.01;90.2;0;8.81;0;0;0;0;0;0;0;0;0;0.995;0.907;1.21e+05;1.99;49.7;1.1;0.636;69.5;0.000575;0.346;39.8;0.000329;2.19;54.8;215;18.5;1.52e+04;38.3;1.83180651714
layer-1-particle-533;1.27e+05;1.03;98.5;0;1.54;0;0;0;0;0;0;0;0;0;1.29;1.01;1.62e+05;2.59;64.7;1.28;0.674;48.3;0.000298;0.629;14.7;9.09e-05;2.55;63.8;252;12.3;1.57e+04;22.1;1.88319116953
layer-1-particle-533;1.37e+05;0.985;94.2;0;5.85;0;0;0;0;0;0;0;0;0;1.05;0.927;1.55e+05;2.1;52.4;1.13;0.601;57.8;0.000373;0.408;29.7;0.000192;2.26;56.6;249;18.2;1.85e+04;46.8;2.17671501393
layer-1-particle-533;1.36e+05;0.991;99.9;0;0.067;0;0;0;0;0;0;0;0;0;1.3;0.99;1.78e+05;2.59;64.8;1.31;0.678;31.3;0.000176;0.653;8.52;4.8e-05;2.62;65.4;236;9.75;1.72e+04;17.4;2.05368781943
layer-1-particle-533;1.29e+05;1.02;98.1;0;1.81;0;0;0;0;0;0;0;0;0;0.894;0.997;1.16e+05;1.79;44.7;0.896;0.729;124;0.00107;0.542;40.4;0.000349;1.79;44.8;246;38.2;1.62e+04;41.8;1.97016155242
layer-1-particle-533;7.12e+04;1.01;44.6;0;47;0;0;0;0;0;0;0;0;0;0.614;0.452;9.67e+04;1.23;30.7;1.36;0.563;54.7;0.000566;0.389;29.8;0.000308;2.72;67.9;230;15.5;1.97e+04;42.3;2.43052699028
layer-1-particle-533;4.4e+04;1.05;61.7;0;38;0;0;0;0;0;0;0;0;0;0.721;0.645;4.92e+04;1.44;36.1;1.12;0.588;38.5;0.000782;0.365;22.3;0.000452;2.24;55.9;119;9.95;8.53e+03;24.2;1.05752483401
layer-1-particle-533;3.69e+04;0.974;49.6;0;39;0;0;0;0;0;0;0;0;0;0.64;0.483;4.88e+04;1.28;32;1.32;0.651;27.7;0.000567;0.574;9.97;0.000204;2.65;66.2;97.9;8.06;9.53e+03;20.2;1.2312963799
layer-1-particle-533;9.35e+04;0.986;99.9;0;0.106;0;0;0;0;0;0;0;0;0;1.04;0.985;9.91e+04;2.09;52.2;1.06;0.71;57.8;0.000583;0.496;23.7;0.000239;2.12;53;160;18;1.19e+04;28.7;1.45879395992
layer-2-particle-100;3.9e+05;1.02;100;0;0.0223;0;0;0;0;0;0;0;0;0;1.17;1.02;4.52e+05;2.35;58.7;1.16;0.544;116;0.000257;0.291;68.8;0.000152;2.31;57.9;719;38.3;4.8e+04;116;5.60968515033
layer-2-particle-100;3.36e+04;0.974;49.4;0;45.7;0;0;0;0;0;0;0;0;0;0.647;0.481;4.53e+04;1.29;32.4;1.35;0.686;20.2;0.000446;0.501;7.66;0.000169;2.69;67.3;91;7.15;8.75e+03;18.7;1.14468817328
layer-2-particle-100;1.62e+05;1.01;100;0;0.0162;0;0;0;0;0;0;0;0;0;1.12;1.01;1.79e+05;2.24;55.9;1.11;0.726;88.8;0.000495;0.455;35.9;0.0002;2.22;55.5;301;30.1;2.01e+04;40.7;2.37953106786
layer-2-particle-100;9.08e+04;0.999;99.9;0;0.0616;0;0;0;0;0;0;0;0;0;1.17;0.999;1.06e+05;2.34;58.5;1.17;0.676;28.7;0.00027;0.331;16.4;0.000155;2.34;58.6;161;10.2;1.14e+04;23.8;1.3918731963
layer-2-particle-100;1.06e+05;1.04;95.6;0;4.36;0;0;0;0;0;0;0;0;0;1.1;0.996;1.17e+05;2.2;55;1.1;0.626;39.3;0.000337;0.343;20.9;0.000179;2.21;55.2;216;14.5;1.33e+04;35.5;1.59902520297
layer-2-particle-100;1.45e+05;1.02;100;0;0.0456;0;0;0;0;0;0;0;0;0;1.21;1.02;1.72e+05;2.41;60.3;1.19;0.625;46.6;0.000271;0.307;28.4;0.000165;2.37;59.3;268;14.8;1.78e+04;36.8;2.19690719406
layer-2-particle-100;5.25e+04;1.05;66.1;0;33.1;0;0;0;0;0;0;0;0;0;0.694;0.69;5.29e+04;1.39;34.7;1.01;0.67;36.9;0.000698;0.357;20.9;0.000396;2.01;50.3;139;12.9;9.52e+03;29.3;1.21384693691
layer-2-particle-100;8.48e+04;1.05;99.9;0;0.0673;0;0;0;0;0;0;0;0;0;1.04;1.04;8.47e+04;2.09;52.1;0.999;0.713;51;0.000602;0.372;25.3;0.000299;2;49.9;174;16.8;1.01e+04;28;1.26383358131
layer-2-particle-100;2.83e+04;1.04;45.3;0;45.2;0;0;0;0;0;0;0;0;0;0.765;0.473;4.57e+04;1.53;38.2;1.62;0.655;21.3;0.000466;0.457;10.8;0.000237;3.23;80.8;99.4;6.5;7.47e+03;13.1;0.985893751429
layer-2-particle-100;1.2e+05;1.05;95.6;0;4.42;0;0;0;0;0;0;0;0;0;1.17;0.999;1.42e+05;2.35;58.7;1.18;0.729;73.5;0.000519;0.506;25.5;0.00018;2.35;58.8;251;19.6;1.5e+04;27.5;1.8339223764
layer-2-particle-100;1.05e+05;0.979;99.9;0;0.092;0;0;0;0;0;0;0;0;0;1.04;0.978;1.12e+05;2.08;51.9;1.06;0.741;53.3;0.000476;0.374;28.1;0.000251;2.12;53.1;180;17.9;1.35e+04;32.6;1.63014989292
layer-2-particle-100;8.39e+04;0.978;96.1;0;3.88;0;0;0;0;0;0;0;0;0;1.29;0.94;1.15e+05;2.59;64.6;1.38;0.698;15.6;0.000135;0.534;6.57;5.69e-05;2.75;68.8;148;5.71;1.12e+04;11.3;1.3454379388
layer-2-particle-100;1.24e+05;1.03;99.9;0;0.0666;0;0;0;0;0;0;0;0;0;0.975;1.03;1.18e+05;1.95;48.8;0.949;0.762;89.1;0.000756;0.463;34;0.000288;1.9;47.5;241;30.3;1.51e+04;40.6;1.82494599892
layer-2-particle-100;6.02e+04;1.05;84;0;15.4;0;0;0;0;0;0;0;0;0;1.03;0.878;7.07e+04;2.06;51.6;1.17;0.6;22.5;0.000318;0.423;10.5;0.000148;2.35;58.7;139;8.05;8.56e+03;23;1.14829383902
layer-2-particle-100;1.44e+05;1.04;100;0;0.0243;0;0;0;0;0;0;0;0;0;1.25;1.04;1.73e+05;2.49;62.3;1.2;0.755;53.2;0.000308;0.495;19.9;0.000115;2.41;60.2;281;15.4;1.73e+04;27.8;2.07156659146
layer-2-particle-100;7.82e+04;0.984;96.6;0;3.44;0;0;0;0;0;0;0;0;0;1.32;0.95;1.08e+05;2.64;65.9;1.39;0.661;10.8;9.98e-05;0.497;4.99;4.6e-05;2.77;69.4;138;4.18;1.03e+04;9.18;1.32035440263
layer-2-particle-100;7.36e+04;0.988;45.3;0;42.8;0;0;0;0;0;0;0;0;0;0.596;0.448;9.8e+04;1.19;29.8;1.33;0.554;57.3;0.000584;0.319;35;0.000357;2.66;66.6;220;16.6;2.05e+04;44.1;2.46984526943
layer-2-particle-100;5.43e+04;1.02;61.5;0;37.9;0;0;0;0;0;0;0;0;0;0.863;0.626;7.48e+04;1.73;43.1;1.38;0.633;25.7;0.000343;0.345;14.9;0.000199;2.76;69;149;9.53;1.08e+04;24.3;1.38385115423
layer-2-particle-100;1.19e+05;0.997;100;0;0.0498;0;0;0;0;0;0;0;0;0;1.2;0.997;1.43e+05;2.39;59.9;1.2;0.781;37.9;0.000265;0.401;22;0.000154;2.4;60.1;214;12.5;1.5e+04;24.6;1.78623523361
layer-2-particle-100;5.74e+04;1.01;61.9;0;38;0;0;0;0;0;0;0;0;0;1.11;0.624;1.02e+05;2.22;55.5;1.78;0.619;22.6;0.000222;0.449;10.4;0.000102;3.56;88.9;160;6.96;1.14e+04;13.9;1.3676838143
layer-2-particle-100;6.02e+04;0.999;72.1;0;25.6;0;0;0;0;0;0;0;0;0;0.873;0.72;7.31e+04;1.75;43.7;1.21;0.693;29.4;0.000402;0.353;15.9;0.000217;2.43;60.7;132;10.9;1.05e+04;27.2;1.2963930149
layer-2-particle-100;3.98e+04;1.03;45.8;0;39.5;0;0;0;0;0;0;0;0;0;0.903;0.47;7.66e+04;1.81;45.2;1.92;0.673;15.1;0.000198;0.455;7.14;9.32e-05;3.84;96.1;132;5.62;1.06e+04;12.8;1.33437963801
layer-2-particle-100;1.52e+05;1.01;100;0;0.0306;0;0;0;0;0;0;0;0;0;1.12;1.01;1.69e+05;2.25;56.2;1.11;0.696;46.4;0.000275;0.383;24.3;0.000144;2.23;55.7;279;16.6;1.88e+04;44.2;2.20977185759
layer-2-particle-100;2.76e+05;0.998;77.8;0;22.2;0;0;0;0;0;0;0;0;0;1.02;0.776;3.63e+05;2.04;51.1;1.32;0.623;125;0.000343;0.315;72.7;0.0002;2.63;65.9;618;45.7;4.44e+04;94.5;5.18861491513
layer-2-particle-100;8.46e+04;1.02;99.9;0;0.106;0;0;0;0;0;0;0;0;0;1.29;1.02;1.07e+05;2.59;64.7;1.27;0.693;32.5;0.000303;0.612;9.19;8.58e-05;2.53;63.3;162;9.25;1.04e+04;13.7;1.22728528958
layer-2-particle-100;3.08e+04;0.996;49.4;0;44.9;0;0;0;0;0;0;0;0;0;0.676;0.492;4.23e+04;1.35;33.8;1.37;0.649;20.2;0.000478;0.457;8.86;0.000209;2.75;68.7;88.7;6.79;7.83e+03;16.9;1.00172963166
layer-2-particle-100;1.26e+05;1.03;98;0;2.01;0;0;0;0;0;0;0;0;0;1.07;1.01;1.33e+05;2.14;53.5;1.06;0.7;64.2;0.000482;0.287;40.6;0.000305;2.12;53;241;20;1.56e+04;39.5;1.88068816772
layer-2-particle-100;8.22e+04;1.01;99.9;0;0.0955;0;0;0;0;0;0;0;0;0;1.15;1.01;9.43e+04;2.31;57.6;1.15;0.717;48.2;0.000512;0.587;12.8;0.000136;2.29;57.3;156;14.4;1.02e+04;19.1;1.23965820303
layer-2-particle-100;9.58e+04;0.993;100;0;0.0426;0;0;0;0;0;0;0;0;0;0.865;0.992;8.35e+04;1.73;43.2;0.871;0.726;90.3;0.00108;0.555;27.3;0.000327;1.74;43.6;169;28.6;1.21e+04;29.9;1.47606002291
layer-2-particle-100;8.19e+04;0.974;99.9;0;0.0959;0;0;0;0;0;0;0;0;0;1.3;0.973;1.1e+05;2.61;65.2;1.34;0.687;12.6;0.000115;0.538;5.04;4.59e-05;2.68;67.1;136;4.63;1.05e+04;8.72;1.31364789907
layer-3-particle-2700;1.33e+05;1.02;63.5;0;35.2;0;0;0;0;0;0;0;0;0;1.13;0.649;2.32e+05;2.26;56.4;1.74;0.729;108;0.000464;0.819;18.8;8.12e-05;3.48;87;366;13.2;2.56e+04;28.3;1.15135741894
layer-3-particle-2700;4.37e+05;1;99.9;0;0.0577;0;0;0;0;0;0;0;0;0;1.12;1;4.89e+05;2.25;56.1;1.12;0.696;218;0.000446;0.652;70.6;0.000144;2.24;55.9;782;45;5.44e+04;122;2.44240576576
layer-3-particle-2700;2.91e+05;1.01;99.8;0;0.152;0;0;0;0;0;0;0;0;0;1.28;1.01;3.68e+05;2.56;63.9;1.27;0.653;227;0.000616;0.826;34.1;9.27e-05;2.53;63.3;546;33.8;3.6e+04;45;1.6276559145
layer-3-particle-2700;3.55e+05;1.02;99.2;0;0.757;0;0;0;0;0;0;0;0;0;1.05;1.01;3.7e+05;2.11;52.6;1.04;0.688;283;0.000764;0.581;110;0.000298;2.08;52.1;657;55.1;4.4e+04;107;1.97223786868
layer-3-particle-2700;2.71e+05;1.01;99.1;0;0.795;0;0;0;0;0;0;0;0;0;0.879;1;2.38e+05;1.76;43.9;0.878;0.672;412;0.00173;0.756;79.3;0.000333;1.76;43.9;503;76.8;3.39e+04;81;1.53284443582
layer-3-particle-2700;9.8e+04;1.03;49.8;0;45.9;0;0;0;0;0;0;0;0;0;0.727;0.51;1.4e+05;1.45;36.4;1.42;0.667;144;0.00103;0.67;45.5;0.000326;2.85;71.2;311;18.7;2.4e+04;48.7;1.07979105956
layer-3-particle-2700;3.17e+05;1;99.8;0;0.155;0;0;0;0;0;0;0;0;0;1.25;1;3.95e+05;2.5;62.5;1.25;0.709;169;0.000427;0.655;56.5;0.000143;2.5;62.4;577;27.4;3.96e+04;60.6;1.77158774571
layer-3-particle-2700;3.13e+05;1.01;91.6;0;8.06;0;0;0;0;0;0;0;0;0;1.04;0.923;3.53e+05;2.08;52.1;1.13;0.694;265;0.000752;0.641;82.3;0.000233;2.26;56.5;624;59.4;4.23e+04;96.5;1.91183390999
layer-3-particle-2700;3.15e+05;1;99.9;0;0.0834;0;0;0;0;0;0;0;0;0;1.16;1;3.64e+05;2.32;58;1.16;0.683;293;0.000805;0.74;64.9;0.000178;2.31;57.8;578;47;3.93e+04;66;1.76592913814
layer-3-particle-2700;3.75e+05;1;99.6;0;0.427;0;0;0;0;0;0;0;0;0;0.948;1;3.55e+05;1.9;47.4;0.948;0.735;313;0.000883;0.546;122;0.000345;1.9;47.4;674;80.2;4.68e+04;122;2.09334919926
